Student_ID,Gender,Graduation_Year,Branch,CGPA,Tenth_Percentage,Twelfth_Percentage,Backlogs,Internship,Projects,Certifications,Skills,DSA_Score,Technical_Score,Aptitude_Score,Communication_Score,Placement_Status,Company,Job_Role,Package_LPA
STU20262827,Female,2027,IT,7.95,74.2,75.7,0,Yes,3,1,"DSA, React, Java",93.6,84.1,57.1,68.3,Placed,Capgemini,QA Engineer,5.44
STU20262828,Male,2024,CSE,8.67,86.6,75.6,0,Yes,4,2,"React, C++, Java, Node.js, DSA",87.4,86.8,71.6,74.6,Placed,Tech Mahindra,Web Developer,8.23
STU20262829,Female,2026,Mechanical,7.53,67.1,86.8,0,No,2,2,"AutoCAD, Excel, ANSYS, SQL, Python",88.4,74.0,70.2,61.7,Not Placed,Not Placed,Not Placed,0.0
STU20262830,Male,2024,EEE,9.13,74.8,60.2,0,Yes,3,1,"MATLAB, Python, Arduino, Java",87.1,84.4,83.7,66.7,Placed,Schneider Electric,Software Developer,6.92
STU20262831,Female,2025,CSE,8.04,79.3,77.1,0,Yes,2,1,"Git, DSA, SQL, C++, Python",86.7,90.1,72.4,43.2,Placed,Wipro,Software Developer,5.15
STU20262832,Female,2026,IT,6.45,77.4,75.4,3,Yes,1,2,"MongoDB, JavaScript, DSA",70.7,73.2,54.8,56.3,Placed,Deloitte,Full Stack Developer,4.82
STU20262833,Male,2024,IT,8.44,82.2,90.9,1,Yes,2,1,"Java, MongoDB, AWS, SQL, Git, JavaScript",83.5,64.4,68.8,59.8,Placed,Cognizant,QA Engineer,6.55
STU20262834,Female,2024,Mechanical,7.88,70.8,64.7,1,No,2,3,"SolidWorks, C, Excel",70.3,74.1,73.8,60.3,Not Placed,Not Placed,Not Placed,0.0
STU20262835,Male,2025,EEE,7.68,66.0,72.8,0,No,2,3,"IoT, C, C++, Java, MATLAB, Embedded C",72.8,77.3,79.3,35.0,Placed,Schneider Electric,Embedded Engineer,5.44
STU20262836,Male,2024,ECE,7.53,80.6,65.8,1,No,1,1,"C, Python, Java",94.6,76.5,83.1,66.7,Placed,L&T Technology Services,Network Engineer,5.37
STU20262837,Male,2027,ECE,5.95,82.9,58.5,4,No,1,1,"MATLAB, Embedded C, C",59.8,68.3,60.2,67.9,Not Placed,Not Placed,Not Placed,0.0
STU20262838,Female,2025,CSE,6.35,71.5,70.7,2,No,2,0,"Python, MongoDB, C++, SQL",48.3,62.2,56.2,73.9,Not Placed,Not Placed,Not Placed,0.0
STU20262839,Female,2026,IT,9.3,73.2,85.9,0,Yes,5,2,"DSA, JavaScript, Node.js, Git",98.0,98.0,65.5,67.8,Placed,TCS,Data Analyst,7.87
STU20262840,Male,2027,CSE,7.5,73.7,83.7,2,Yes,1,1,"Git, React, Java, Python, DSA",69.8,59.2,85.2,82.9,Placed,Capgemini,Software Developer,7.58
STU20262841,Female,2026,Mechanical,8.37,81.7,73.9,0,Yes,5,3,"C++, AutoCAD, MATLAB, ANSYS",86.1,85.9,67.8,94.4,Placed,Mahindra,Production Engineer,6.38
STU20262842,Male,2025,IT,6.54,72.7,77.3,2,Yes,1,1,"React, AWS, MongoDB, DSA, Java",65.4,82.0,56.2,56.1,Not Placed,Not Placed,Not Placed,0.0
STU20262843,Male,2027,IT,7.01,85.4,72.5,3,No,0,0,"JavaScript, AWS, Node.js, React",70.2,78.4,70.2,54.0,Not Placed,Not Placed,Not Placed,0.0
STU20262844,Male,2025,CSE,8.58,85.9,82.1,0,Yes,5,4,"MongoDB, C++, SQL, DSA",81.3,93.7,95.3,77.0,Placed,Deloitte,Data Analyst,6.97
STU20262845,Male,2024,CSE,7.91,79.1,84.4,1,Yes,2,2,"JavaScript, MongoDB, Git, Node.js",97.4,93.9,59.6,80.0,Placed,TCS,QA Engineer,5.88
STU20262846,Male,2026,ECE,8.21,64.8,75.8,0,No,4,0,"C++, Embedded C, Git",83.7,87.7,80.5,54.4,Not Placed,Not Placed,Not Placed,0.0
STU20262847,Male,2025,CSE,7.99,73.1,84.1,1,Yes,2,3,"Git, SQL, Java, DSA, MongoDB, React",67.4,87.7,66.0,93.2,Placed,TCS,Data Analyst,7.46
STU20262848,Male,2027,CSE,7.82,73.7,67.6,1,No,2,1,"MongoDB, C++, Python, DSA, SQL",44.7,88.1,72.7,57.7,Placed,Capgemini,Web Developer,5.31
STU20262849,Male,2024,EEE,7.07,70.4,78.7,2,No,1,0,"Python, Java, AutoCAD",86.0,78.9,78.8,66.1,Placed,HCLTech,Software Developer,3.72
STU20262850,Female,2026,IT,6.89,76.6,80.8,3,Yes,3,1,"Git, SQL, React",71.7,92.3,83.4,81.0,Placed,Cognizant,Full Stack Developer,4.4
STU20262851,Male,2026,IT,9.09,82.2,86.1,0,Yes,4,0,"MongoDB, Java, SQL, JavaScript, React, Git",95.0,86.7,69.5,90.2,Placed,Wipro,QA Engineer,6.53
STU20262852,Female,2027,IT,9.23,69.4,71.6,0,No,2,0,"Java, MongoDB, AWS",75.0,84.7,86.7,57.1,Placed,TCS,Support Engineer,7.18
STU20262853,Male,2024,Mechanical,6.67,80.3,71.6,1,No,1,0,"C++, Excel, MATLAB, SQL, SolidWorks, CATIA",72.0,74.8,69.8,77.9,Not Placed,Not Placed,Not Placed,0.0
STU20262854,Male,2025,IT,6.96,75.5,75.9,2,No,2,0,"MongoDB, AWS, Git",74.5,76.0,73.1,67.7,Placed,Deloitte,QA Engineer,5.17
STU20262855,Male,2027,EEE,7.35,78.9,77.9,1,Yes,2,2,"Python, Java, SQL, C, MATLAB",87.8,98.0,85.5,55.4,Placed,L&T Technology Services,Embedded Engineer,6.02
STU20262856,Female,2026,Civil,7.79,82.7,76.8,0,No,3,1,"Primavera, AutoCAD, STAAD Pro, Revit, Excel, MATLAB",83.4,88.7,61.9,61.6,Not Placed,Not Placed,Not Placed,0.0
STU20262857,Male,2024,EEE,7.5,71.4,85.3,1,Yes,2,1,"Python, C++, SQL",64.0,73.3,80.1,58.5,Not Placed,Not Placed,Not Placed,0.0
STU20262858,Male,2024,IT,8.32,87.6,68.4,0,Yes,2,3,"AWS, React, SQL, JavaScript, Python, Java",98.0,73.7,75.3,81.2,Placed,Accenture,Full Stack Developer,5.92
STU20262859,Female,2027,EEE,7.61,76.0,73.9,2,Yes,1,1,"Java, Python, SQL, IoT, C++, MATLAB",80.8,95.3,85.8,55.9,Placed,Wipro,Software Developer,4.31
STU20262860,Female,2026,IT,7.8,88.1,64.2,0,No,1,1,"React, MongoDB, Java, Git, Node.js",65.2,76.7,76.5,74.2,Placed,HCLTech,Data Analyst,5.7
STU20262861,Male,2026,IT,9.8,76.2,85.8,0,Yes,4,5,"SQL, DSA, AWS",96.3,98.0,77.2,72.8,Placed,Cognizant,Support Engineer,7.91
STU20262862,Male,2027,ECE,7.3,86.3,78.6,1,No,2,0,"IoT, Embedded C, SQL, MATLAB",81.2,77.3,80.5,73.0,Not Placed,Not Placed,Not Placed,0.0
STU20262863,Male,2025,IT,9.29,74.9,98.0,1,Yes,4,2,"MongoDB, Git, React, DSA",97.3,98.0,69.8,72.9,Placed,Cognizant,Data Analyst,8.48
STU20262864,Male,2024,CSE,9.23,98.0,87.1,0,No,2,1,"Java, JavaScript, Git",90.5,83.6,71.7,58.4,Placed,Tech Mahindra,Backend Developer,7.38
STU20262865,Female,2026,IT,8.33,72.2,79.8,0,Yes,1,3,"Python, Java, AWS",82.1,88.3,63.6,77.5,Placed,Zoho,Software Developer,4.77
STU20262866,Male,2027,CSE,6.36,81.3,74.0,1,No,1,0,"Node.js, Git, C++, Java, DSA",80.3,65.8,57.3,70.5,Not Placed,Not Placed,Not Placed,0.0
STU20262867,Male,2025,IT,7.93,75.3,74.2,1,No,4,2,"JavaScript, Node.js, Java, Python",93.4,98.0,36.2,62.7,Not Placed,Not Placed,Not Placed,0.0
STU20262868,Male,2026,ECE,7.31,81.3,75.7,2,Yes,2,1,"Embedded C, Python, C++, C, Java",85.5,72.0,62.6,98.0,Placed,Infosys,QA Engineer,5.31
STU20262869,Male,2024,Civil,7.52,76.5,77.2,0,No,2,0,"Primavera, Revit, Excel, AutoCAD, SQL",56.3,84.2,69.1,54.7,Not Placed,Not Placed,Not Placed,0.0
STU20262870,Female,2024,CSE,7.1,68.1,60.4,3,No,0,3,"JavaScript, MongoDB, C++, DSA, Java, React",49.7,98.0,78.3,75.0,Placed,Cognizant,Data Analyst,5.04
STU20262871,Male,2027,ECE,8.39,59.4,79.0,2,Yes,2,3,"Java, C++, Embedded C",72.4,98.0,61.6,80.1,Placed,HCLTech,Embedded Engineer,4.88
STU20262872,Male,2024,IT,8.74,97.4,79.3,0,Yes,3,3,"Python, Node.js, Java, MongoDB, SQL, JavaScript",83.2,92.0,68.5,69.5,Placed,Zoho,QA Engineer,5.28
STU20262873,Male,2024,CSE,8.99,81.0,91.6,1,No,3,1,"Git, DSA, Node.js, Java, SQL",78.3,91.1,73.7,71.9,Placed,Capgemini,Software Developer,6.88
STU20262874,Male,2027,CSE,7.68,56.6,74.8,2,No,2,1,"Git, React, DSA, Java",66.2,73.3,80.7,74.3,Placed,Infosys,Web Developer,6.01
STU20262875,Male,2025,CSE,7.1,77.9,68.8,2,No,0,1,"Python, SQL, React, MongoDB, Java",73.4,92.3,70.7,68.1,Not Placed,Not Placed,Not Placed,0.0
STU20262876,Male,2025,CSE,8.3,83.6,79.3,2,Yes,2,2,"MongoDB, Node.js, C++, SQL, Git",71.0,84.2,78.1,66.2,Placed,Tech Mahindra,QA Engineer,7.69
STU20262877,Male,2027,CSE,9.49,76.7,81.1,0,Yes,3,3,"C++, React, MongoDB, Python",61.1,95.2,89.4,72.0,Placed,Capgemini,Software Developer,8.33
STU20262878,Female,2024,IT,7.96,72.9,75.6,2,Yes,2,2,"MongoDB, Node.js, React, Git, DSA, SQL",63.5,76.0,78.4,65.7,Placed,Wipro,QA Engineer,5.57
STU20262879,Female,2026,ECE,8.13,78.2,68.0,0,No,2,2,"Java, Arduino, C++",73.3,82.5,64.7,85.4,Placed,Bosch,Software Developer,6.07
STU20262880,Female,2025,CSE,7.8,85.9,75.0,1,Yes,4,2,"DSA, Node.js, JavaScript",80.9,87.7,93.4,83.5,Placed,Infosys,Backend Developer,6.66
STU20262881,Male,2024,CSE,7.57,77.6,71.4,0,Yes,2,3,"Node.js, DSA, Git, MongoDB, Python",88.6,95.7,45.6,73.9,Placed,Cognizant,QA Engineer,6.35
STU20262882,Male,2026,CSE,8.56,89.6,76.6,1,No,3,2,"Java, SQL, JavaScript, Python, C++",90.5,92.0,85.9,60.0,Placed,Cognizant,Backend Developer,8.36
STU20262883,Male,2025,ECE,7.66,85.1,80.8,2,No,2,1,"Python, C++, Java, Embedded C, IoT, C",54.2,92.2,76.4,65.1,Not Placed,Not Placed,Not Placed,0.0
STU20262884,Female,2027,IT,8.24,77.0,72.5,1,Yes,2,2,"AWS, DSA, Git, MongoDB, Java, Python",98.0,63.4,89.1,65.9,Placed,Infosys,QA Engineer,8.08
STU20262885,Male,2027,ECE,8.18,67.5,75.5,0,Yes,3,1,"IoT, SQL, Python, C, Java, C++",81.0,98.0,69.7,71.8,Placed,TCS,Embedded Engineer,7.97
STU20262886,Male,2027,CSE,8.3,77.2,81.2,2,No,3,1,"Java, MongoDB, React",84.8,72.6,66.7,49.7,Placed,Tech Mahindra,QA Engineer,6.35
STU20262887,Male,2025,CSE,8.47,82.9,76.0,0,Yes,5,2,"React, Python, Git",91.3,98.0,59.6,66.3,Placed,Tech Mahindra,Backend Developer,7.87
STU20262888,Male,2025,Civil,6.77,75.3,91.5,0,No,1,0,"AutoCAD, GIS, SQL, MATLAB",61.1,42.3,53.3,55.8,Not Placed,Not Placed,Not Placed,0.0
STU20262889,Female,2027,CSE,7.22,80.5,76.2,2,Yes,2,1,"JavaScript, DSA, Git, React, SQL",82.9,79.8,66.7,64.5,Placed,Tech Mahindra,Software Developer,5.75
STU20262890,Male,2025,CSE,7.96,83.9,67.8,1,Yes,4,0,"DSA, SQL, Node.js",61.4,93.3,60.9,94.9,Placed,Deloitte,Backend Developer,7.04
STU20262891,Male,2026,CSE,7.98,81.7,70.7,0,No,3,1,"Git, JavaScript, Node.js, Java",98.0,76.0,62.7,65.1,Placed,Capgemini,Data Analyst,6.57
STU20262892,Female,2027,Civil,7.06,73.7,67.5,2,No,1,1,"MATLAB, SQL, C, Python, GIS",75.1,77.2,54.5,71.3,Not Placed,Not Placed,Not Placed,0.0
STU20262893,Male,2025,ECE,7.95,81.5,70.7,5,No,2,0,"Arduino, C, Git, C++",84.1,90.0,85.2,66.2,Not Placed,Not Placed,Not Placed,0.0
STU20262894,Male,2024,ECE,8.52,94.9,81.8,1,Yes,4,1,"Git, Python, C",93.9,95.9,64.7,80.5,Placed,Tech Mahindra,Network Engineer,5.84
STU20262895,Male,2026,Civil,8.51,68.8,70.2,0,No,3,0,"C, Primavera, Revit, MATLAB",79.8,69.5,79.3,64.3,Placed,L&T,Site Engineer,5.73
STU20262896,Male,2026,CSE,9.2,84.4,77.5,0,No,4,2,"Node.js, DSA, MongoDB, SQL, React",98.0,98.0,75.2,62.4,Placed,Tech Mahindra,Software Developer,8.07
STU20262897,Male,2025,Civil,6.38,86.8,80.2,2,No,2,1,"AutoCAD, Python, Excel, STAAD Pro, MATLAB, Revit",63.2,92.0,70.0,60.7,Not Placed,Not Placed,Not Placed,0.0
STU20262898,Male,2026,CSE,7.01,67.3,70.3,0,Yes,3,1,"DSA, MongoDB, React, Node.js, Java, JavaScript",65.5,91.7,64.6,64.1,Placed,Deloitte,Backend Developer,5.72
STU20262899,Female,2027,ECE,7.5,83.8,80.0,2,No,2,0,"Java, Python, C, Embedded C",79.3,66.2,80.1,87.0,Not Placed,Not Placed,Not Placed,0.0
STU20262900,Male,2025,IT,7.97,85.9,64.7,1,No,2,2,"Python, JavaScript, SQL",63.3,74.0,79.9,73.6,Placed,Infosys,QA Engineer,7.54
STU20262901,Male,2025,IT,7.7,66.9,73.2,0,Yes,2,0,"DSA, Python, JavaScript, Java, SQL, Node.js",71.7,80.3,86.5,65.6,Placed,Wipro,Support Engineer,7.2
STU20262902,Male,2026,Civil,7.03,80.6,67.8,2,Yes,2,0,"Revit, Primavera, MATLAB, SQL, GIS, C",78.3,82.0,59.5,83.1,Not Placed,Not Placed,Not Placed,0.0
STU20262903,Female,2027,CSE,7.74,75.5,78.0,1,Yes,4,2,"JavaScript, SQL, React",92.5,95.4,60.0,86.8,Placed,Accenture,Software Developer,6.79
STU20262904,Male,2027,Civil,7.91,77.4,69.1,2,No,2,0,"STAAD Pro, Python, SQL",79.1,72.6,66.6,60.4,Placed,Shapoorji Pallonji,Site Engineer,3.74
STU20262905,Female,2024,IT,6.77,72.7,87.8,2,Yes,2,0,"AWS, JavaScript, Java, Git, MongoDB",63.0,74.1,68.6,69.5,Placed,Deloitte,Support Engineer,5.1
STU20262906,Male,2027,ECE,9.74,91.5,69.8,0,Yes,3,1,"MATLAB, Python, C++, Java",87.2,85.0,85.8,73.1,Placed,L&T Technology Services,Embedded Engineer,7.58
STU20262907,Male,2027,Civil,7.52,76.0,83.3,1,No,3,1,"Excel, Primavera, C, STAAD Pro",72.1,72.0,61.9,59.8,Placed,Adani,Site Engineer,5.29
STU20262908,Female,2026,CSE,8.89,77.0,85.2,0,Yes,3,2,"Python, Node.js, Git, JavaScript, Java, C++",85.8,95.0,78.2,67.1,Placed,Capgemini,QA Engineer,6.11
STU20262909,Male,2025,Civil,7.01,72.4,76.1,3,Yes,2,2,"C, SQL, GIS, Excel",67.6,79.3,65.7,67.1,Not Placed,Not Placed,Not Placed,0.0
STU20262910,Male,2024,ECE,8.24,76.2,77.6,2,No,4,1,"MATLAB, Python, IoT, C++, Git, Java",74.5,91.8,69.5,67.2,Placed,Tech Mahindra,Network Engineer,7.11
STU20262911,Female,2026,EEE,7.74,69.8,88.9,1,Yes,3,1,"SQL, Embedded C, C",68.0,77.5,70.8,98.0,Placed,Siemens,Software Developer,7.21
STU20262912,Male,2025,CSE,8.73,76.5,95.9,1,Yes,2,2,"JavaScript, Java, MongoDB, React, Git, Node.js",61.6,95.3,94.4,62.2,Placed,Capgemini,QA Engineer,6.38
STU20262913,Male,2025,ECE,7.58,77.8,74.0,1,Yes,2,1,"Embedded C, Java, C++, SQL, Arduino",90.9,69.6,80.6,55.3,Placed,Bosch,Embedded Engineer,5.86
STU20262914,Female,2027,EEE,8.97,83.3,80.3,0,No,3,2,"Python, Java, IoT, Embedded C",95.9,86.8,89.5,80.7,Placed,Schneider Electric,Electrical Engineer,6.8
STU20262915,Female,2024,IT,6.63,83.0,69.0,1,No,1,0,"JavaScript, React, Git, Python, DSA",55.9,61.6,71.2,71.2,Not Placed,Not Placed,Not Placed,0.0
STU20262916,Female,2027,CSE,8.81,81.7,70.6,1,Yes,2,4,"SQL, Python, C++",91.9,95.9,98.0,69.3,Placed,Infosys,Backend Developer,7.57
STU20262917,Female,2026,CSE,8.1,74.9,80.1,1,No,2,0,"React, Java, JavaScript, SQL, MongoDB, Python",81.0,98.0,84.0,79.4,Placed,Infosys,Data Analyst,6.5
STU20262918,Male,2027,Mechanical,6.68,67.6,74.8,0,No,0,0,"MATLAB, C, Python",52.9,75.1,48.2,54.3,Not Placed,Not Placed,Not Placed,0.0
STU20262919,Female,2025,CSE,9.66,84.2,69.8,0,Yes,4,2,"Java, Python, C++, Git, SQL, MongoDB",80.7,95.3,88.1,76.8,Placed,Zoho,QA Engineer,8.54
STU20262920,Male,2026,EEE,9.22,80.2,83.1,0,No,4,2,"Java, C++, SQL, AutoCAD",89.3,92.1,81.3,66.7,Placed,Siemens,Embedded Engineer,6.73
STU20262921,Male,2026,Civil,5.74,71.8,72.5,3,No,2,0,"SQL, Revit, MATLAB, Python",77.6,63.9,71.0,69.4,Not Placed,Not Placed,Not Placed,0.0
STU20262922,Male,2027,CSE,8.15,80.2,72.8,0,Yes,3,0,"SQL, React, DSA",90.4,94.3,53.1,73.6,Placed,Tech Mahindra,Data Analyst,7.85
STU20262923,Female,2024,CSE,8.6,83.1,73.6,1,No,2,2,"Node.js, C++, Python, DSA, Java",76.5,92.1,55.4,97.6,Placed,Capgemini,Web Developer,8.6
STU20262924,Male,2024,EEE,8.03,80.0,79.6,0,No,3,0,"IoT, Java, AutoCAD, MATLAB, C++",88.2,65.9,70.9,63.0,Placed,Schneider Electric,Embedded Engineer,5.35
STU20262925,Female,2027,CSE,9.29,80.0,91.3,0,No,2,2,"JavaScript, React, DSA, SQL",84.5,98.0,54.3,58.9,Placed,Wipro,QA Engineer,7.3
STU20262926,Male,2024,ECE,8.86,74.5,81.7,1,No,2,2,"C, Python, C++, Arduino, MATLAB",75.5,80.6,84.6,75.4,Placed,L&T Technology Services,QA Engineer,6.72
STU20262927,Male,2026,EEE,7.88,73.4,81.7,0,Yes,3,1,"IoT, Arduino, Python, C",93.4,77.3,73.4,85.3,Placed,Schneider Electric,Graduate Engineer Trainee,4.9
STU20262928,Male,2024,ECE,9.69,88.2,75.3,1,No,4,3,"Git, Arduino, Python, C, C++, Embedded C",95.3,98.0,98.0,52.8,Placed,Infosys,Embedded Engineer,6.97
STU20262929,Male,2024,IT,8.7,76.8,75.6,1,Yes,2,4,"Node.js, Git, MongoDB",89.6,86.5,79.7,77.7,Placed,Accenture,Software Developer,7.38
STU20262930,Female,2026,EEE,7.35,67.0,79.1,1,No,1,0,"SQL, MATLAB, IoT, Java, Python",61.1,98.0,78.4,55.0,Not Placed,Not Placed,Not Placed,0.0
STU20262931,Male,2026,ECE,7.28,84.3,65.1,1,No,1,1,"C, Embedded C, Git, IoT, Arduino",67.7,75.5,76.6,52.7,Not Placed,Not Placed,Not Placed,0.0
STU20262932,Male,2026,CSE,9.06,74.1,80.9,0,Yes,4,1,"React, Java, Python, MongoDB, DSA",98.0,97.6,77.3,70.3,Placed,Accenture,Software Developer,8.0
STU20262933,Male,2025,ECE,7.08,75.9,77.6,2,No,2,1,"Git, Python, Embedded C, C++, MATLAB",72.0,63.0,69.8,61.0,Placed,L&T Technology Services,Software Developer,4.66
STU20262934,Male,2026,Mechanical,7.2,79.4,74.2,0,No,4,1,"Excel, C, SQL, CATIA, ANSYS",78.3,75.8,68.1,53.5,Not Placed,Not Placed,Not Placed,0.0
STU20262935,Male,2027,EEE,7.45,76.6,77.4,2,No,2,0,"Java, Python, MATLAB",64.5,76.9,38.8,58.8,Not Placed,Not Placed,Not Placed,0.0
STU20262936,Male,2025,IT,8.2,61.2,77.5,1,Yes,4,3,"Java, JavaScript, Git",88.4,98.0,87.4,66.8,Placed,Capgemini,Support Engineer,8.33
STU20262937,Male,2025,IT,7.74,80.1,71.5,3,No,1,1,"Python, Java, AWS, Node.js, React",63.3,69.4,85.7,76.4,Placed,Deloitte,Data Analyst,4.92
STU20262938,Male,2025,CSE,6.88,84.5,65.3,0,Yes,3,2,"JavaScript, SQL, DSA, React",81.3,92.9,78.7,61.2,Placed,Deloitte,Backend Developer,6.07
STU20262939,Male,2027,CSE,8.99,86.0,78.6,0,Yes,3,2,"DSA, React, Node.js",75.5,92.7,77.1,73.9,Placed,Infosys,Data Analyst,6.79
STU20262940,Male,2025,CSE,7.66,62.3,84.8,1,Yes,3,1,"Git, JavaScript, MongoDB",78.3,86.1,68.9,50.9,Placed,Cognizant,QA Engineer,6.69
STU20262941,Male,2026,Civil,9.22,95.9,87.1,0,Yes,5,2,"Revit, C, Primavera, GIS",98.0,88.1,62.1,70.4,Placed,Afcons Infrastructure,Site Engineer,6.64
STU20262942,Male,2025,CSE,8.26,69.4,74.9,1,No,2,3,"MongoDB, Python, JavaScript",85.7,78.6,56.8,77.8,Placed,Zoho,QA Engineer,5.87
STU20262943,Female,2026,Mechanical,8.63,72.0,75.7,0,Yes,2,3,"Excel, C, SQL, Python, ANSYS",79.0,68.4,66.8,67.3,Placed,Tata Motors,Design Engineer,6.14
STU20262944,Male,2027,CSE,8.54,84.8,75.0,1,Yes,2,2,"JavaScript, MongoDB, SQL",93.0,90.7,76.8,79.4,Placed,Cognizant,Backend Developer,6.6
STU20262945,Male,2026,IT,9.02,83.7,76.3,0,Yes,3,3,"MongoDB, Python, DSA, JavaScript",78.9,98.0,80.9,50.0,Placed,Accenture,Full Stack Developer,8.16
STU20262946,Male,2025,IT,8.38,79.5,79.6,0,No,3,0,"MongoDB, SQL, JavaScript, AWS, Git, Python",72.6,80.8,66.8,55.6,Placed,Capgemini,Support Engineer,6.44
STU20262947,Female,2025,IT,8.1,74.3,84.3,1,Yes,3,5,"Git, React, Node.js",78.6,77.2,55.5,79.7,Placed,Wipro,Software Developer,5.97
STU20262948,Male,2026,Mechanical,8.48,88.5,93.7,1,No,1,2,"SQL, MATLAB, ANSYS",93.1,80.3,65.3,76.6,Placed,Mahindra,Graduate Engineer Trainee,6.33
STU20262949,Male,2025,Civil,9.61,81.7,75.1,0,No,5,0,"C, MATLAB, GIS, Excel, Primavera",98.0,97.3,76.9,91.4,Placed,Tata Projects,Site Engineer,6.79
STU20262950,Female,2027,Mechanical,7.32,65.3,79.3,4,No,3,1,"C, AutoCAD, C++, ANSYS, Python, SQL",73.1,82.9,49.0,77.5,Not Placed,Not Placed,Not Placed,0.0
STU20262951,Male,2025,CSE,8.68,88.3,82.2,0,No,3,0,"React, Java, Node.js",82.5,92.6,77.1,82.9,Placed,Zoho,Software Developer,7.43
STU20262952,Male,2024,EEE,7.65,78.7,73.3,2,Yes,1,0,"AutoCAD, Embedded C, SQL, Arduino, Python, C",80.8,61.6,91.6,61.5,Not Placed,Not Placed,Not Placed,0.0
STU20262953,Female,2025,CSE,8.43,86.9,70.6,1,Yes,4,3,"Java, JavaScript, C++, MongoDB",98.0,88.1,63.3,72.9,Placed,Cognizant,Backend Developer,6.62
STU20262954,Male,2026,Civil,7.54,80.9,77.3,0,Yes,4,3,"GIS, Excel, STAAD Pro",79.8,86.7,97.7,56.4,Placed,L&T,Design Engineer,4.14
STU20262955,Female,2027,ECE,5.92,89.5,85.8,1,No,1,2,"SQL, Python, Embedded C, C",83.7,79.4,54.5,82.0,Not Placed,Not Placed,Not Placed,0.0
STU20262956,Male,2025,IT,7.73,75.2,77.8,0,Yes,4,2,"Java, Python, JavaScript, AWS, MongoDB",86.6,80.6,68.0,69.5,Placed,Accenture,Data Analyst,7.28
STU20262957,Male,2025,CSE,8.85,80.2,73.4,0,Yes,3,2,"React, Git, Java",97.0,96.1,81.7,78.8,Placed,Infosys,Software Developer,7.95
STU20262958,Male,2025,CSE,7.35,81.4,73.7,1,Yes,2,1,"React, Python, DSA, JavaScript, SQL, Node.js",88.9,70.3,68.8,45.4,Placed,Infosys,Data Analyst,6.32
STU20262959,Male,2027,CSE,8.78,77.8,70.7,1,Yes,3,0,"SQL, React, Python, DSA, Java, Git",88.5,88.6,53.1,42.8,Placed,Cognizant,Data Analyst,9.18
STU20262960,Female,2027,Civil,7.66,82.8,75.8,1,Yes,1,0,"GIS, MATLAB, STAAD Pro, Revit",75.5,74.9,73.9,94.1,Placed,JLL,Civil Engineer,3.1
STU20262961,Male,2024,Mechanical,7.39,55.8,79.7,2,No,1,1,"Python, CATIA, AutoCAD",72.0,74.9,70.6,98.0,Not Placed,Not Placed,Not Placed,0.0
STU20262962,Male,2026,Civil,8.27,78.2,72.5,0,Yes,3,0,"Revit, Primavera, Excel",88.1,98.0,69.7,77.2,Placed,L&T,Graduate Engineer Trainee,6.0
STU20262963,Female,2027,CSE,8.58,78.7,55.4,1,Yes,3,5,"JavaScript, MongoDB, C++, React, DSA, Java",98.0,92.1,75.3,91.6,Placed,Capgemini,Software Developer,7.69
STU20262964,Female,2027,ECE,8.11,77.3,78.8,1,Yes,2,2,"Git, Java, Arduino",96.4,81.3,78.2,64.2,Placed,L&T Technology Services,Embedded Engineer,7.49
STU20262965,Male,2026,CSE,8.86,74.0,75.4,0,Yes,3,1,"Python, Node.js, React, JavaScript, Java, DSA",98.0,74.6,63.9,54.1,Placed,TCS,Web Developer,7.56
STU20262966,Female,2026,ECE,7.92,84.1,71.1,0,No,1,1,"Git, Arduino, MATLAB, Java, SQL, Python",71.5,91.0,78.6,88.8,Placed,Wipro,Network Engineer,4.98
STU20262967,Male,2026,IT,6.5,70.7,67.2,3,No,1,0,"JavaScript, Node.js, Git, Python, SQL, AWS",63.2,66.6,58.1,67.4,Not Placed,Not Placed,Not Placed,0.0
STU20262968,Female,2024,IT,7.58,78.4,78.3,0,Yes,2,2,"Java, Python, SQL",68.0,82.6,90.3,70.5,Not Placed,Not Placed,Not Placed,0.0
STU20262969,Male,2024,ECE,6.22,73.3,68.9,2,No,2,0,"IoT, Python, C",72.9,63.7,78.4,89.0,Placed,Bosch,QA Engineer,4.61
STU20262970,Male,2025,CSE,8.56,82.9,84.6,0,Yes,3,2,"Java, SQL, C++",96.5,93.5,61.3,68.9,Placed,Wipro,Data Analyst,7.22
STU20262971,Male,2024,IT,8.66,89.7,85.0,1,Yes,3,1,"SQL, DSA, React, Git, Node.js, MongoDB",79.0,97.1,90.6,58.9,Placed,Capgemini,Support Engineer,7.27
STU20262972,Male,2025,ECE,8.55,80.7,76.2,2,Yes,3,1,"C, Python, MATLAB, Arduino, Java",83.1,98.0,79.5,56.4,Placed,L&T Technology Services,Embedded Engineer,5.98
STU20262973,Male,2027,CSE,8.42,84.9,74.1,2,No,1,1,"DSA, Java, Node.js",87.4,82.4,80.6,69.0,Placed,Infosys,Web Developer,5.37
STU20262974,Male,2027,Civil,8.32,79.8,78.4,0,Yes,3,5,"STAAD Pro, C, MATLAB",80.2,88.2,70.9,83.5,Placed,Tata Projects,Civil Engineer,5.21
